-PEND] has_pending: sensor=Notused3, src=CAN_DEV, pending_count=0, result=FALSE 
[00:12:44.549] [MM2] get_new_sample_count: sensor=Notused2, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:44.550] [MM2] get_new_sample_count: sensor=Mib4_Cell_1, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:44.550] [MM2] get_new_sample_count: sensor=Close_Main_N_Fault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:44.550] [MM2] get_new_sample_count: sensor=CurrShuntComFault, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:44.550] [MM2] get_new_sample_count: sensor=M4Therm0DegC, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:44.550] [MM2] get_new_sample_count: sensor=Temp_Main_N, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:44.883] [MM2] get_new_sample_count: sensor=Mib0_Cell_3, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:44.883] [MM2] get_new_sample_count: sensor=HVAC_TempSetPointDrStatus, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:44.883] [MM2] get_new_sample_count: sensor=PwrtPump_SpdSet, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:44.884] [MM2] get_new_sample_count: sensor=is_Pyrofuse_Drive_On, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:44.884] [MM2] get_new_sample_count: sensor=is_DCFC_P_Closed, src=CAN_DEV, NO RAM CHAIN, disk_available=0
[00:12:44.884] [MM2] write_tsd: sensor=Wi-Fi RX Data Bps, upload_src=0, value=0x000000E9
[00:12:44.884] [MM2-WR] Write SUCCESS: sensor=Wi-Fi RX Data Bps, sector=205, offset=16, total=3983776
ms use

=== Memory Usage Per Sensor (ms use) ===

iMatrix Controls:
  [0] GPIO Settings (ID: 110)
      NO DATA

iMatrix Sensors:
  [0] Latitude (ID: 2)
      NO DATA
  [1] Longitude (ID: 3)
      NO DATA
  [2] Altitude (ID: 4)
      NO DATA
  [3] No Satellites (ID: 45)
      Gateway: 2 sectors, 0 pending, 10 total records
      RAM: start=22, end=156, read_offset=8, write_offset=24
  [4] HDOP (ID: 44)
      Gateway: 2 sectors, 0 pending, 9 total records
      RAM: start=23, end=157, read_offset=8, write_offset=20
  [5] GPS Signal Quality (ID: 46)
      Gateway: 2 sectors, 0 pending, 9 total records
      RAM: start=24, end=158, read_offset=8, write_offset=20
  [6] 4G RSSI (ID: 29)
      Gateway: 2 sectors, 0 pending, 9 total records
      RAM: start=51, end=182, read_offset=8, write_offset=20
  [7] 4G RSRP (ID: 31)
      NO DATA
  [8] 4G RSRQ (ID: 32)
      NO DATA
  [9] 4G SINR (ID: 33)
      NO DATA
  [10] 4G BER (ID: 43)
      Gateway: 2 sectors, 0 pending, 8 total records
      RAM: start=61, end=183, read_offset=8, write_offset=16
  [11] 4G Carrier (ID: 34)
      NO DATA
  [12] 4G Band (ID: 35)
      NO DATA
  [13] 4G IMEI (ID: 36)
      NO DATA
  [14] 4G SIM State (ID: 37)
      NO DATA
  [15] 4G IMSI (ID: 38)
      NO DATA
  [16] 4G ICCID (ID: 39)
      NO DATA
  [17] Geofence (ID: 41)
      NO DATA
  [18] Host (ID: 42)
      Gateway: 1 sectors, 0 pending, 1 total records
      RAM: start=0, end=0, read_offset=0, write_offset=12
  [19] Speed (ID: 142)
      NO DATA
  [20] Eth0 TX Data Bps (ID: 65)
      Gateway: 2 sectors, 0 pending, 7 total records
      RAM: start=43, end=202, read_offset=8, write_offset=12
  [21] Eth0 RX Data Bps (ID: 66)
      Gateway: 2 sectors, 0 pending, 7 total records
      RAM: start=44, end=203, read_offset=8, write_offset=12
  [22] Wi-Fi TX Data Bps (ID: 67)
      Gateway: 2 sectors, 0 pending, 8 total records
      RAM: start=45, end=204, read_offset=8, write_offset=16
  [23] Wi-Fi RX Data Bps (ID: 68)
      Gateway: 2 sectors, 0 pending, 8 total records
      RAM: start=46, end=205, read_offset=8, write_offset=16
  [24] Cellular TX Data Bps (ID: 69)
      Gateway: 2 sectors, 0 pending, 8 total records
      RAM: start=47, end=184, read_offset=8, write_offset=16
  [25] Cellular RX Data Bps (ID: 70)
      Gateway: 2 sectors, 0 pending, 8 total records
      RAM: start=48, end=189, read_offset=8, write_offset=16
  [26] G Force X (ID: 71)
      NO DATA
  [27] G Force Y (ID: 72)
      NO DATA
  [28] G Force Z (ID: 73)
      NO DATA
  [29] G Force Max (ID: 74)
      NO DATA
  [30] Digital Input 1 (ID: 96)
      NO DATA
  [31] Digital Input 2 (ID: 97)
      NO DATA
  [32] Digital Input 3 (ID: 98)
      NO DATA
  [33] Digital Input 4 (ID: 99)
      NO DATA
  [34] Digital Input 5 (ID: 100)
      NO DATA
  [35] Digital Input 6 (ID: 101)
      NO DATA
  [36] Digital Input 7 (ID: 102)
      NO DATA
  [37] Ignition Switch (ID: 93)
      Gateway: 1 sectors, 0 pending, 1 total records
      RAM: start=12, end=12, read_offset=0, write_offset=12
  [38] Analog Input 1 (ID: 113)
      Gateway: 2 sectors, 0 pending, 8 total records
      RAM: start=49, end=173, read_offset=8, write_offset=16
  [39] Analog Input 2 (ID: 114)
      Gateway: 2 sectors, 0 pending, 10 total records
      RAM: start=17, end=142, read_offset=8, write_offset=24
  [40] Battery Gas Gauge (ID: 111)
      NO DATA
  [41] Battery Temperature (ID: 112)
      NO DATA
  [42] Vehicle Stopped (ID: 50)
      Gateway: 3 sectors, 0 pending, 5 total records
      RAM: start=6, end=163, read_offset=0, write_offset=12
  [43] Geofence Leave (ID: 117)
      NO DATA
  [44] Geofence Enter Buffer (ID: 118)
      NO DATA
  [45] Geofence Leave Buffer (ID: 119)
      NO DATA
  [46] No Monitored BLE Devices (ID: 43)
      NO DATA
  [47] No Active Monitored BLE Devices (ID: 44)
      NO DATA

Fleet-Connect CAN Sensors:
  [0] Temp_Main_P (ID: 0)
      Gateway: 1 sectors, 0 pending, 20 total records
      CAN Device: 1 sectors, 1 pending, 20 total records
      RAM: start=218, end=218, read_offset=0, write_offset=12
  [1] Precharge (ID: 0)
      Gateway: 1 sectors, 0 pending, 20 total records
      CAN Device: 1 sectors, 1 pending, 20 total records
      RAM: start=219, end=219, read_offset=0, write_offset=12
  [2] SolarPos (ID: 0)
      Gateway: 1 sectors, 0 pending, 20 total records
      CAN Device: 1 sectors, 1 pending, 20 total records
      RAM: start=220, end=220, read_offset=0, write_offset=12
  [3] gnd1 (ID: 0)
      NO DATA
  [4] MainPos (ID: 0)
      NO DATA
  [5] Inverter (ID: 0)
      NO DATA
  [6] CHRGPOS_CHRGNEG (ID: 0)
      NO DATA
  [7] MainNeg (ID: 0)
      NO DATA
  [8] ChargePos (ID: 0)
      NO DATA
  [9] Temp_Main_N (ID: 0)
      NO DATA
  [10] Temp_Precharge (ID: 0)
      NO DATA
  [11] Temp_DCFC_P (ID: 0)
      NO DATA
  [12] gnd2 (ID: 0)
      NO DATA
  [13] Temp_spare2 (ID: 0)
      NO DATA
  [14] SolarNeg (ID: 0)
      NO DATA
  [15] BATPOS_5V (ID: 0)
      NO DATA
  [16] Temp_DCFC_N (ID: 0)
      NO DATA
  [17] BATNEG_5V (ID: 0)
      NO DATA
  [18] VBAT (ID: 0)
      NO DATA
  [19] OBCAC_CHRGNEG (ID: 0)
      NO DATA
  [20] ChargeNeg (ID: 0)
      NO DATA
  [21] OBCAC_CHRGPOS (ID: 0)
      NO DATA
  [22] SolPos_SolNeg (ID: 0)
      NO DATA
  [23] Temp_spare1 (ID: 0)
      NO DATA
  [24] vehPwtr_linspd (ID: 0)
      NO DATA
  [25] brkFluidLvlSw_sts (ID: 6727674)
      NO DATA
  [26] PrechargeMain_Fault (ID: 7863785)
      NO DATA
  [27] HighBeamStatus (ID: 8184534)
      NO DATA
  [28] Close_AC1_Fault (ID: 9008529)
      NO DATA
  [29] CurrShuntProtocolFault (ID: 14129106)
      NO DATA
  [30] mux (ID: 17352556)
      NO DATA
  [31] Hvsense_MAINPOS_Fault (ID: 19068243)
      NO DATA
  [32] ThermUT_Fault (ID: 21589201)
      NO DATA
  [33] Mib1_Cell_2 (ID: 25597651)
      NO DATA
  [34] Notused1 (ID: 25671731)
      NO DATA
  [35] SccA_String7OverVoltageFault (ID: 28355794)
      NO DATA
  [36] Mib3_Cell_10 (ID: 30613062)
      NO DATA
  [37] IsolationTempHiFault (ID: 30679421)
      NO DATA
  [38] M3Therm1DegC (ID: 30828949)
      NO DATA
  [39] SFP203_CC_high (ID: 31210676)
      Gateway: 1 sectors, 0 pending, 20 total records
      CAN Device: 1 sectors, 1 pending, 20 total records
      RAM: start=221, end=221, read_offset=0, write_offset=12
  [40] PyroIgnited_Fault (ID: 33763744)
      NO DATA
  [41] Mib3_Cell_5 (ID: 34105582)
      NO DATA
  [42] Mib0_Cell_11 (ID: 34277460)
      NO DATA
  [43] IPS_OBCUacActL2 (ID: 39715762)
      NO DATA
  [44] is_Can0PwronFlag (ID: 42333143)
      NO DATA
  [45] Mib1_Cell_11 (ID: 43394758)
      NO DATA
  [46] IsolationComFault (ID: 43474261)
      NO DATA
  [47] Temp_spare2 (ID: 44138252)
      NO DATA
  [48] crc (ID: 46248002)
      NO DATA
  [49] SccA_String3Voltage (ID: 49444767)
      NO DATA
  [50] SccA_String6Current (ID: 50536298)
      NO DATA
  [51] Mib3_Cell_14 (ID: 50833938)
      NO DATA
  [52] SIM100_energy_stored_un (ID: 51255078)
      NO DATA
  [53] SccA_String2OverCurrentFault (ID: 52439812)
      NO DATA
  [54] brakePedal_st (ID: 53516686)
      NO DATA
  [55] is_DCFC_N_Drive_On (ID: 53573651)
      NO DATA
  [56] M1Therm2DegC (ID: 57283216)
      NO DATA
  [57] BqComm_Fault (ID: 59415808)
      NO DATA
  [58] BqComm_Fault (ID: 61259543)
      NO DATA
  [59] SIM100_Cn (ID: 65564848)
      NO DATA
  [60] is_PCHG_Drive_On (ID: 67828451)
      NO DATA
  [61] OBCAC_CHRGNEG (ID: 69109041)
      NO DATA
  [62] SccA_String2OverVoltageFault (ID: 73032834)
      NO DATA
  [63] gnd1 (ID: 75490743)
      NO DATA
  [64] Mib3_Cell_11 (ID: 79066607)
      NO DATA
  [65] Notused3 (ID: 79150744)
      NO DATA
  [66] SccA_Ch1FaultCount (ID: 79202742)
      NO DATA
  [67] SccA_OutputCurrent (ID: 79910374)
      NO DATA
  [68] OBCAC_CHRGNEG (ID: 87157092)
      NO DATA
  [69] is_Main_P_Drive_On (ID: 88806388)
      NO DATA
  [70] SccA_String6OverVoltageFault (ID: 90424029)
      NO DATA
  [71] SccA_ChrgCtrlIsOutputDischargedF (ID: 93485685)
      NO DATA
  [72] Mib5_Cell_8 (ID: 95722504)
      NO DATA
  [73] mux (ID: 99238847)
      NO DATA
  [74] PrechargeOT_Fault (ID: 99483090)
      NO DATA
  [75] edmHV_cur (ID: 103809709)
      NO DATA
  [76] ChargingDerateActive (ID: 103921607)
      NO DATA
  [77] SccA_String7En (ID: 105821624)
      NO DATA
  [78] SccA_String1Voltage (ID: 109111038)
      NO DATA
  [79] Mib2_Cell_13 (ID: 111173943)
      NO DATA
  [80] M3Therm0DegC (ID: 111334039)
      NO DATA
  [81] LowBeamStatus (ID: 118509530)
      NO DATA
  [82] Mib1_Cell_0 (ID: 121919757)
      NO DATA
  [83] Mib2_Cell_9 (ID: 122627908)
      NO DATA
  [84] SccA_SolarCurrentAvailable (ID: 125905574)
      NO DATA
  [85] HVIL_3_Fault (ID: 127081485)
      NO DATA
  [86] Mib5_Cell_10 (ID: 129779278)
      NO DATA
  [87] HVAC_RecircReqStatus (ID: 134979270)
      NO DATA
  [88] AGM_LvTest (ID: 137658518)
      NO DATA
  [89] SFP203_CC_charging_high (ID: 138423124)
      NO DATA
  [90] invCpctUlimDerStrtThr_degC (ID: 139470516)
      NO DATA
  [91] genInstLlimTrq_nm (ID: 139839327)
      NO DATA
  [92] SccA_AgmMia (ID: 140416176)
      NO DATA
  [93] HV_PTC_HV_voltage (ID: 143416404)
      NO DATA
  [94] SccA_String2Voltage (ID: 143879080)
      NO DATA
  [95] Functional5069866)
      NO DATA
  [155484576)
      NO DATA
  [97] Mib2_Cell_1 (ID: 157712298] M2Therm0DegC (ID: 158915864)
      NO DATA
  [99] AcrgeEnd_Fault (ID: 161946972) [100] is_AC_Charge_2_Closed (ID: 169081211)
      NO DATASccA_SwVerMajor (ID: 169148379   NO DATA
  [102] TwoWayPos
      NO DATA
  [103] SFP2: 180079344)
      NO DATA
  [104] IPS_OBCCurrActL1 (ID:5757)
      NO DATA
  [105] SIM100_Hardware_Error (ID: 1)
      NO DATA
  [106] Mib0_Cell_13 (ID: 184536369)
 argeNeg (ID: 185691757)
    nt (ID: 187539078)
      NO DATA
  [109] M4Therm2DegC (I: 187715307)
      NO DATA
  [110] Mib4_Cell_0 (ID: 188211699)
      NO DATA
  [111] SccA_String2Current (ID: 1841523)
      NO DATA
  [11Mib2_Cell_7 (ID: 189687111)
Cell_5 (ID: 190824842)
     ccA_String6OverCurrentFault (I 195308298)
      NO DATA
637)
      NO DATA
  [116] drvStAckNak_sts (ID: 201875943)
      NO DATA
  [117] drq_nm (ID: 202881542)
      l_13 (ID: 207358520)
      N209316335)
      NO DATA
 ty (ID: 209827148)
      NO Cell_13 (ID: 211761304)
    s_Main_N_Drive_On (ID: 2121087
  [123] SccA_String7Voltage28)
      NO DATA
  [124] 764)
      NO DATA
  [125]  NO DATA
  [126] MainNeg (I
  [127] Mib4_Cell_10 (ID: 2DATA
  [128] Mib1_Cell_4 (ID DATA
  [129] IPS_DCDCState2
      NO DATA
  [130] IsolFault (ID: 232953467)
      A_Ch4FaultCount (ID: 236707969Vb_un (ID: 239060281)
      inSense12V (ID: 239580596)
 C (ID: 252775264)
      NO DATA
  [136] Notused5 (ID: 2538] TwoWayMotor (ID: 258078935[139] Mib3_Cell_1 (ID: 2589219A
  [141] Mib5_Cell_1 (ID: 290)
      NO DATA
  [143] M1Therm3DegC (ID: 265997883) 268137947)
      NO DATA
geTime (ID: 268430316)
     NO DATA
  [148] OBCAC_CHRGPOnControlModeReq (ID: 270455555)
      NO DATA
  [150] ScDrive_On (ID: 272604364)
   O DATA
  [152] HV_PTC_Statusive_On (ID: 275878491)
          NO DATA
  [155] UI_MapL281129811)
      NO DATA
 : 285827313)
      NO DATA
  [159] Mib2_Cell_12 (ID: 287ates (ID: 289289425)
      N14198)
      NO DATA
  [163] Mib3_Cell_1 (ID: 290997780) (ID: 291457852)
      NO DA] M3Therm3DegC (ID: 292838667)8] is_AC_Charge_2_Drive_On (ID935)
      NO DATA
  [169]70] VCU_IPS_DCDCVoltLvSet (ID:3499)
      NO DATA
  [1728182)
      NO DATA
  [1735393)
      NO DATA
  [174299)
      NO DATA
  [175] SIM100_Vb (ID: 306841829)
 lt (ID: 309773853)
      NO     NO DATA
  [178] HVIL_3_Fault (ID: 312274045)
      N: 314460748)
      NO DATA182] Mib3_Cell_0 (ID: 315712670)
      NO DATA
  [183] d(ID: 317752268)
      NO DATA
  [184] HV_PTC_Master_Min ATA
  [185] is_SRS_Pyrofuse_NO DATA
  [186] Mib2_Cell_5 (ID: 338872518)
      NO DATModeReq (ID: 340416372)
      NO DATA
  [188] Mib5_Cell_  [189] Notused5 (ID: 348113068)
      NO DATA
  [190] S39462)
      NO DATA
  [198)
      NO DATA
  [192] isMainContactorClose_req (ID: 3    NO DATA
  [193] M4Therm1DegC (ID: 351889141)
      NO DATA
  [194] IPS_OBCUacActL3 (ID: 356617277)
      NO 
  [195] Mib0_Cell_4 (ID: 358TA
  [196] Mib4_Cell_8 (ID: 
  [197] Hvsense_CHRGNEG_Fault      NO DATA
  [198] MinCel   NO DATA
  [199] Notused1  DATA
  [200] SIM100_Err_CH      NO DATA
  [201] SccA_Sw4)
      NO DATA
  [202] H(ID: 373274666)
      NO DAT3_temperature (ID: 373788126)
      NO DATA
  [204] SFP203_CC_discharging_high (ID: 37
  [205] Mib4_Cell_14 (ID: 37[206] SccA_Ch6FaultCount (ID:    NO DATA
  [207] Mib4_Cell DATA
  [208] Mib4_Cell_5 (I    NO DATA
  [209] dcuActiv373)
      NO DATA
  [210]     NO DATA
  [211] CellOV_
      NO DATA
  [212] Mib3)
      NO DATA
  [213] inThr_degC (ID: 384158060)
   214] Mib3_Cell_7 (ID: 384229325] HV_PTC_On_Rq (ID: 384436317 [216] IsolationCapHi_Fault (I    NO DATA
  [217] Aptera_B43279)
      NO DATA
  [2187802736)
      NO DATA
  1 (ID: 390190482)
      NO D] SccA_Ch1FaultCount (ID: 3916O DATA
  [221] UI_HVAC_AirDi   NO DATA
  [222] is_Main_P4560704)
      NO DATA
  [Battery_Voltage (ID: 396728062)
      NO DATA
  [224] inwrStgUlimDerStrtThr_degC (ID: 99058463)
      NO DATA
  400357250)
      NO DATA
 [226] Mib1_Cell_014 (ID: 40142
  [227] SolPos_SolNeg (ID: 402132310)
      NO DATA
  [8] Mib0_Cell_10 (ID: 405956661ATA
  [229] IPS_OBCCurrActL3
      NO DATA
  [230] SccAt (ID: 407423576)
      NO DD: 410723105)
      NO DATA1 (ID: 411017120)
      NO DFANL_RealRPM (ID: 414589225)4] Open_Main_N_Fault (ID: 4208DATA
  [235] SccA_bmsVBattOu094857)
      NO DATA
  [236] IPS_DCDCTempAct (ID: 426603937)
      NO DATA
  [2376En (ID: 427574852)
      NOs_Can1PwronFlag (ID: 4348146129] Mib4_Cell_8 (ID: 438473717)
  [240] Notused2 (ID: 43907
  [241] Hvsense_SOLNEG_Fault 
      NO DATA
  [242] MibDATA
  [243] Mib5_Cell_8 (ID: 445232123)
      NO DATA44] Mib3_Cell_6 (ID: 446330463)
      NO DATA
  [245] SccA_Ch7FaultCount (ID: 449214375)
      NO DATA
  [246] S_low (ID: 449388949)
      NOutputOverCurrentFault (ID: 45 DATA
  [248] VCU_IPS_Wakeup116)
      NO DATA
  [249]0)
      NO DATA
  [250] Ueq (ID: 453490451)
      NO DATA
  [251] SccA_isString1Ebled (ID: 453562875)
      NO DATA
  [252] Mib0_Cell_8 (ID: 454102949)
      NO DATAum (ID: 460945793)
      NO Lockout_Fault (ID: 466901665)5] drv_st (ID: 469216472)
  ] Hvsense_5V_BATPOS_Fault (ID:
  [257] Notused1 (ID: 47244
  [258] SIM100_temp (ID: 476NO DATA
  [259] Mib4_Cell_3 (ID: 477227364)
      NO DATA
  [260] FANR_SpeedReq (ID: 481528596)
      NO DATA
C (ID: 484710077)
      NO DSccA_ChrgCtrlState (ID: 489516NO DATA
  [263] reqDrv_st (I NO DATA
  [264] PwrtPump_Pu2993903)
      NO DATA
  [265] M1Therm0DegC (ID: 5048841 NO DATA
  [266] Hvsense_SOLPOS_SOLNEG_Fault (ID: 50489669[267] ChargePos (ID: 506697061)
      NO DATA
  [268] IPOBCTempAct (ID: 507005461)
 
  [269] brkRearPreBstAbslt_prO DATA
  [270] UI_LowBeamReq    NO DATA
  [271] HV_PTC_M99)
      NO DATA
  [272] d (ID: 522206994)
      NO DATA
  [273] HVIL_SCC_Fault (      NO DATA
  [274] CurrShonFault (ID: 527464647)
    vsense_SOLPOS_Fault (ID: 53156NO DATA
  [276] Mib0_Cell_7    NO DATA
  [277] SccA_String4En (ID: 539146205)
      
  [278] M0Therm0DegC (ID: 53   NO DATA
  [279] M3Therm2DNO DATA
  [280] M5Therm2DegC  NO DATA
  [281] invCpct_de
  [282] UI_HVAC_UseModeledD 559874944)
      NO DATA
Curr (ID: 560330910)
      NckNak_sts (ID: 561293120)
  5] ContSense12V (ID: 561525368TA
  [286] SFP203_CC_low (ID
  [287] IPS_DCDCState1 (ID: 5
  [288] SIM100_High_Uncertain   NO DATA
  [289] IPS_DCDCV DATA
  [290] Mib0_Cell_5 (I   NO DATA
  [291] VBAT (ID:NO DATA
  [292] BattPump_TempSta (ID: 576729599)
      NO DATA
  [293] Notused1 (ID: 579603272)
      NO DATA
[294] Mib5_Cell_13 (ID: 5796595] Close_Main_N_Fault (ID: 580DATA
  [296] Mib5_Cell_14 (I
  [297] TwoWayFault (ID: 583DATA
  [298] PackOC_Fault (I
  [299] SFP203_temperature (ID: 588871526)
      NO DATA_Cell_3 (ID: 592188213)
      [301] IsolationInitializatio46072)
      NO DATA
  [302] PwrtPump_PumpInputVolt (ID: 593229411)
      NO DATA
ID: 594744102)
      NO DATA98586916)
      NO DATA
  : 601562255)
      NO DATA02139700)
      NO DATA
   (ID: 606060218)
      NO DAerm2DegC (ID: 608587011)
   [309] mux (ID: 609530346)
      NO DATA
  [310] IPS_DCDC227)
      NO DATA
  [311] SccA_String1Voltage (ID: 615112798)
      NO DATA
  [312] SFP203_CC_charging_high (ID 615139568)
      NO DATA
D: 616704264)
      NO DATAlation (ID: 617386523)
      NO DATA
  [315] SccA_Ch5FaultCount (ID: 621943120)
    
  [316] bpp_pct (ID: 6222438s (ID: 625325072)
      NO DcA_String2En (ID: 625952992)] is_AC_Charge_1_Closed (ID: 627048296)
      NO DATA
  1 (ID: 627620808)
      NO DATA
  [321] BcuSense12V (ID: 627860922)
      NO DATA
CDCState3 (ID: 631979490)
  t (ID: 632351421)
      NO D0536)
      NO DATA
  [325isolation (ID: 634633978)
  cA_String4En (ID: 639352398)3956291)
      NO DATA
  [41)
      NO DATA
  [329] dware_Error (ID: 647077377)
664442718)
      NO DATA
  [332] MainPos (ID: 667429728)m3DegC (ID: 671208282)
      NO DATA
  [334] gnd2 (ID: 673950622)
      NO DATA
      NO DATA
  [336] Mib1_Cel5351913)
      NO DATA
  [5 (ID: 676327203)
      NO D[340] M0Therm2DegC (ID: 686337(ID: 687864813)
      NO DATD: 691833249)
      NO DATA)
      NO DATA
  [344] instChgLim_cur (ID: 698068297)ation_Status (ID: 699498838)
      NO DATA
  [346] Mib3_
      NO DATA
  [347] SIMhgLim_cur (ID: 706243838)
  solation_un (ID: 706521006)

      NO DATA
  [351] SIG_ID_OUT (ID: 708366871)
      52] HVIL_CMP_Fault (ID: 710517296)
      NO DATA
  [353] Mib0_Cell_0 (ID: 711442036)
      NO DATA
  [354] IPS_OBCState5 (ID: 711662365)
      NO DATA
  [355] MaxThermD (ID: 713972271)
      NO DAOS_MAINNEG_Fault (ID: 71668083   NO DATA
  [357] Mib2_Cell NO DATA
  [358] Mib0_Cell_1     NO DATA
  [359] Mib3_CeO DATA
  [360] Mib5_Cell_12  DATA
  [361] Open_AC2_Fault62624)
      NO DATA
  [36intDrReq (ID: 730629617)
      NO DATA
  [363] emEdmSrcL
      NO DATA
  [364] CarTA
  [365] Mib3_Cell_14 (ID:6936)
      NO DATA
  [367_Cell_3 (ID: 738034699)
    
      NO DATA
  [370] Mib3 752655367)
      NO DATA
   NO DATA
  [373] SIM100_Erlt (ID: 757315216)
      NO 0_temp (ID: 758739316)
      NO DATA
  [377] Mib5_Cell_6ltCount (ID: 763773646)
    TA
  [379] brkRearPostBstAbsTC_ExtPwrSup_Flt (ID: 76581227
      NO DATA
  [382] HV_Persion_Rsp (ID: 770232753)
      NO DATA
  [383] SccA_St TwoWayOverTemp (ID: 770533552029412)
      NO DATA
  [386] gnd2 (ID: 773435428)
   DischargedF (ID: 776004796)

      NO DATA
  [389] AGM (ID: 789075985)
      NO DATA
  [391] SccA_String1OverC6)
      NO DATA
  [392] H      NO DATA
  [393] Mib2_C NO DATA
  [394] HV_PTC_Disc517)
      NO DATA
  [395]ault (ID: 797951000)
      NCCmd_ReqVoltage (ID: 804385184ATA
  [397] SIM100_Err_Vpwr O DATA
  [398] Mib0_Cell_8 (A
  [399] Hvsense_MAINPOS_Fa NO DATA
  [400] SIM100_No_New_Estimates (ID: 813698039)
      NO DATA
  [401] Mib3_Cell_4 (ID: 814343495)
      NO DATA
  [402] IPS_OBCState9 (ID: 817599516)
      NO DATA
  [403] HVAC_UserPowerStateStatus (ID: 818826448)
 A
  [404] Notused5 (ID: 8196 KL30Voltage (ID: 822510373)nComFault (ID: 822686800)
      NO DATA
  [407] SccA_ReadyToCharge (ID: 823589923)
 
  [408] is_Main_N_Closed (ID  NO DATA
  [409] SolarPos (
      NO DATA
  [410] CurrentDrop_Fault (ID: 827578575)11] ChargePos (ID: 831294862)ng3Voltage (ID: 832450755)
 3] M5Therm3DegC (ID: 833156454A
  [414] MainNeg (ID: 84575O DATA
  [415] Mib0_Cell_6 (      NO DATA
  [416] Mib0_C)
      NO DATA
  [417] IP2195914)
      NO DATA
  [418] HVAC_BlowerSegmentStatus (ID: 853859658)
      NO DATCCurrActL2 (ID: 857752124)
  [420] SFP203_current (ID: 867366207)
      NO DATA
  [4en_Main_P_Fault (ID: 868787043
  [422] SccA_isString7Enabl NO DATA
  [423] SIM100_Err_    NO DATA
  [424] SccA_Out    NO DATA
  [425] SIM100_e      NO DATA
  [426] GPIO_3     NO DATA
  [427] M0Therm7823)
      NO DATA
  [428(ID: 882264397)
      NO DAT(ID: 886379813)
      NO DATS_READY_OUT (ID: 887045162)

  [431] SccA_String1OverCur
      NO DATA
  [432] Mib3_Cell_12 (ID: 887782431)
  DATA
  [433] Mib4_Cell_7 (ID: 889555387)
      NO DATAllVoltage_Mib (ID: 890449230)
      NO DATA
  [435] DCDCe (ID: 891719195)
      NO Ded1 (ID: 892229623)
      NOrKw (ID: 892485265)
      NOHvsense_BATPOS_BATNEG_Fault (INO DATA
  [439] is_AC_Charge11)
      NO DATA
  [440] _stored (ID: 898307135)
      [441] Hvsense_SOLPOS_Fault (ID: 898610843)
      NO DATA
  [442] SccA_isString3Enabled (ID: 898872460)
      NO 
  [443] Mib2_Cell_11 (ID: 8  NO DATA
  [444] edmRadFanR
      NO DATA
  [445] SccA_921)
      NO DATA
  [446] IPS_OBCDschCPSt (ID: 90644553 DATA
  [447] SccA_String5Ovlt (ID: 910110580)
      NO S (ID: 913586788)
      NO DATA
  [449] Err_Over_tempera5480351)
      NO DATA
  [450] HV_PTC_Slave_Min (ID: 922850094)
      NO DATA
  [4 (ID: 925921097)
      NO DA928267177)
      NO DATA
 losed (ID: 930434862)
      motInstUlimTrq_nm (ID: 932459071)
      NO DATA
  [455] A_isString5Enabled (ID: 933200DATA
  [456] is_SRS_Pyrofuse999)
      NO DATA
  [457]      NO DATA
  [458] HVAC_MStatus (ID: 940901560)
      NO DATA
  [459] APC_compressor_controller_temp (ID: 941495012)
      NO DATA
  [460ault (ID: 944472288)
      NO DATA
  [461] is_Solar_P_Clsed (ID: 946728358)
      NOoneAvgRSSI (ID: 947226085)
      NO DATA
  [463] Mib4_Cell_3 (ID: 947538551)
      NTA
  [464] SccA_MidBusVoltag)
      NO DATA
  [465] Te 949743149)
      NO DATA
D: 956354611)
      NO DATAle (ID: 956756122)
      NO DATA
  [468] is_Main_N_Closed (ID: 957172283)
      NO DATA
  [469] SccA_MidbusOverVageFault (ID: 958179347)
   r (ID: 960718919)
      NO DATA
  [471] PrechargeOT_Fault (ID: 962515748)
      NO DCID (ID: 963890835)
      NOHVAC_ACDisableReq (ID: 9664668
  [474] Physicalresponse_dat3)
      NO DATA
  [475] T: 966621712)
      NO DATAd_Fault (ID: 968190766)
    Mib4_Cell_12 (ID: 969986974)A
  [478] drvStNakRsn_sts (ID: 970848454)
      NO DATA
  [479] edmHv_volt (ID: 973057799)
      NO DATA
  [480] SccA_ChrgCtrlState (ID: 975 NO DATA
  [481] Mib2_Cell_1ATA
  [482] SccA_String2Curr9)
      NO DATA
  [483] IID: 980977655)
      NO DATAID: 981865358)
      NO DATA 982383556)
      NO DATA
  [486] AcChargeEnd_Fault (ID:
      NO DATA
  [487] Err9)
      NO DATA
  [488] ited (ID: 986265917)
      NO DATA
  [489] Notused1 (ID: 448)
      NO DATA
  [490] IPS_OBCModeSt (ID: 994176915)
